"id";"kap_id";"kapitel";"tab_id";"tabelle";"jahr";"raum_id";"raum";"zei_id";"zeile";"quelle";"linktabellenkommentar";"zahl"
"012.010.2006.003.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"003";"Lindenthal";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4909.00"
"012.010.2006.003.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"003";"Lindenthal";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5885.00"
"012.010.2006.004.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"004";"Ehrenfeld";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5538.00"
"012.010.2006.004.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"004";"Ehrenfeld";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4435.00"
"012.010.2006.004.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"004";"Ehrenfeld";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5501.00"
"012.010.2006.004.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"004";"Ehrenfeld";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4349.00"
"012.010.2006.004.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"004";"Ehrenfeld";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4585.00"
"012.010.2006.005.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"005";"Nippes";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4537.00"
"012.010.2006.005.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"005";"Nippes";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4292.00"
"012.010.2006.005.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"005";"Nippes";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4402.00"
"012.010.2006.005.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"005";"Nippes";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4553.00"
"012.010.2006.005.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"005";"Nippes";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4533.00"
"012.010.2006.006.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"006";"Chorweiler";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2666.00"
"012.010.2006.006.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"006";"Chorweiler";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1783.00"
"012.010.2006.006.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"006";"Chorweiler";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1932.00"
"012.010.2006.006.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"006";"Chorweiler";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1682.00"
"012.010.2006.006.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"006";"Chorweiler";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3252.00"
"012.010.2006.007.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"007";"Porz";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4279.00"
"012.010.2006.007.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"007";"Porz";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2242.00"
"012.010.2006.007.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"007";"Porz";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3782.00"
"012.010.2006.007.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"007";"Porz";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2583.00"
"012.010.2006.007.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"007";"Porz";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5586.00"
"012.010.2006.008.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"008";"Kalk";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4580.00"
"012.010.2006.008.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"008";"Kalk";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3996.00"
"012.010.2006.008.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"008";"Kalk";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4977.00"
"012.010.2006.008.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"008";"Kalk";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4328.00"
"012.010.2006.008.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"008";"Kalk";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"6065.00"
"012.010.2006.009.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"009";"Mülheim";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"6386.00"
"012.010.2006.009.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"009";"Mülheim";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4408.00"
"012.010.2006.009.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"009";"Mülheim";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"6248.00"
"012.010.2006.009.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"009";"Mülheim";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4479.00"
"012.010.2006.009.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"009";"Mülheim";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"7834.00"
"012.010.2006.101.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"101";"Altstadt/Süd";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1916.00"
"012.010.2006.101.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"101";"Altstadt/Süd";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2202.00"
"012.010.2006.101.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"101";"Altstadt/Süd";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2255.00"
"012.010.2006.101.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"101";"Altstadt/Süd";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2018.00"
"012.010.2006.101.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"101";"Altstadt/Süd";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"547.00"
"012.010.2006.102.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"102";"Neustadt/Süd";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2931.00"
"012.010.2006.102.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"102";"Neustadt/Süd";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3276.00"
"012.010.2006.102.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"102";"Neustadt/Süd";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3447.00"
"012.010.2006.102.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"102";"Neustadt/Süd";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2692.00"
"012.010.2006.102.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"102";"Neustadt/Süd";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1017.00"
"012.010.2006.103.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"103";"Altstadt/Nord";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1557.00"
"012.010.2006.103.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"103";"Altstadt/Nord";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1533.00"
"012.010.2006.103.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"103";"Altstadt/Nord";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1946.00"
"012.010.2006.103.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"103";"Altstadt/Nord";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1383.00"
"012.010.2006.103.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"103";"Altstadt/Nord";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"348.00"
"012.010.2006.104.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"104";"Neustadt/Nord";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2025.00"
"012.010.2006.104.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"104";"Neustadt/Nord";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2274.00"
"012.010.2006.104.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"104";"Neustadt/Nord";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2085.00"
"012.010.2006.104.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"104";"Neustadt/Nord";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1945.00"
"012.010.2006.104.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"104";"Neustadt/Nord";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"558.00"
"012.010.2006.105.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"105";"Deutz";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"980.00"
"012.010.2006.105.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"105";"Deutz";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1110.00"
"012.010.2006.105.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"105";"Deutz";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1116.00"
"012.010.2006.105.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"105";"Deutz";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"817.00"
"012.010.2006.105.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"105";"Deutz";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"404.00"
"012.010.2006.201.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"201";"Bayenthal";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"435.00"
"012.010.2006.201.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"201";"Bayenthal";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"532.00"
"012.010.2006.201.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"201";"Bayenthal";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"558.00"
"012.010.2006.201.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"201";"Bayenthal";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"639.00"
"012.010.2006.201.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"201";"Bayenthal";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"149.00"
"012.010.2006.202.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"202";"Marienburg";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"301.00"
"012.010.2006.202.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"202";"Marienburg";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"360.00"
"012.010.2006.202.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"202";"Marienburg";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"286.00"
"012.010.2006.202.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"202";"Marienburg";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"303.00"
"012.010.2006.202.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"202";"Marienburg";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"63.00"
"012.010.2006.203.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"203";"Raderberg";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"293.00"
"012.010.2006.203.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"203";"Raderberg";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"335.00"
"012.010.2006.203.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"203";"Raderberg";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"281.00"
"012.010.2006.203.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"203";"Raderberg";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"451.00"
"012.010.2006.203.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"203";"Raderberg";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"86.00"
"012.010.2006.204.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"204";"Raderthal";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"199.00"
"012.010.2006.204.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"204";"Raderthal";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"234.00"
"012.010.2006.204.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"204";"Raderthal";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"199.00"
"012.010.2006.204.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"204";"Raderthal";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"384.00"
"012.010.2006.204.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"204";"Raderthal";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"63.00"
"012.010.2006.205.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"205";"Zollstock";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"968.00"
"012.010.2006.205.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"205";"Zollstock";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1238.00"
"012.010.2006.205.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"205";"Zollstock";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1126.00"
"012.010.2006.205.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"205";"Zollstock";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1182.00"
"012.010.2006.205.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"205";"Zollstock";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"512.00"
"012.010.2006.206.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"206";"Rondorf";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"320.00"
"012.010.2006.206.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"206";"Rondorf";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"312.00"
"012.010.2006.206.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"206";"Rondorf";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"232.00"
"012.010.2006.206.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2006";"206";"Rondorf";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"352.00"
